qna_id;question;answer;tags;query_1;query_2;query_3;query_4;query_5;query_6;query_7;query_8;query_9;query_10;query_11;query_12;query_13;query_14;query_15;query_16;query_17;query_18;query_19;query_20
24;Hesap oluşturma ve başvuru işlemlerimi nasıl gerçekleştirebilirim?;"Hesap oluşturma ve başvuru işlemleri, kayıt dönemi yayınlanan kayıt kılavuzları incelenerek yapılmalıdır. Kılavuzlara ""http://auzef.istanbul.edu.tr/kilavuzlar/"" buradan ulaşabilirsiniz. -Sınavsız ikinci üniversite kapsamında kayıt olacak adaylar tüm bilgilere ""http://ikinciuniversite.istanbul.edu.tr/"" http://ikinciuniversite.istanbul.edu.tr/ sayfasından ulaşabilir ya da direkt olarak ""http://basvuru.istanbul.edu.tr"" http://basvuru.istanbul.edu.tr adresinden hesap oluşturup başvuruda bulunabilirler. İstanbul Üniversitesi öğrencileri; ""http://basvuru.istanbul.edu.tr"" http://basvuru.istanbul.edu.tr adresine AKSİS kullanıcı adı ve şifresi ile girerek başvuruda bulunabilirler. Diğer öğrenci adayları ise(YKS, DGS, YÖS, Lisans Tamamlama, Yatay Geçiş) -AKSİS Otomasyon sisteminden yeni hesap oluşturarak sisteme kayıt olup, kılavuzda belirtilen diğer adımları takip etmelidir.";YENI_KAYIT-KAYIT_BILGILENDIRMESI-BILGI;Hesap açma ve başvuru sürecini nasıl yönetebilirim?;Hesap oluşturarak başvurularımı nasıl tamamlayabilirim?;Başvuru ve hesap oluşturma işlemleri için kılavuz nerede?;Hesap oluşturma ve başvuru yapma adımları nelerdir?;Hesap açma ve başvurularımı nasıl gerçekleştirebilirim?;Hesap oluşturup başvuru işlemlerini nasıl başlatırım?;Hesap oluşturma ve başvuru işlemlerini nasıl yapabilirim?;Başvuru ve hesap oluşturma süreci için ne yapmalıyım?;;;;;;;;;;;;
25;Kaydımı yenilemezsem öğrencilik durumum ne olur?;"Kayıt yenilemeyen öğrencilerin AKSİS ve E- Devlet sisteminde öğrencilik statüsü ""Kayıt Yenilemedi"" olarak işlenir ve öğrenciliği pasif duruma geçer. Kayıt yenilenmeyen yıl/yarıyıllar azami öğrenim süresine dâhil edilir. Kayıt yenilemeyen öğrenciler öğrenci belgesi talep edemez, ilgili dönemin ders materyallerine ulaşamaz ve dönem sınavlarına giremezler. Açıköğretim programlarında 4 dönem; uzaktan eğitim programlarında 8 dönem kayıt yenileme işlemini yerine getirmeyen öğrencilerin kayıtları YÖK'ün 2547 sayılı kanununun 44/c maddesi gereği silinmektedir.";KAYIT_YENILEME_ODEME-KAYIT_YENILEME_ISLEMLERI-BILGI;Kayıt yenileme yapmadığımda öğrencilik statüm ne olacak?;Kaydımı yenilemediğim takdirde öğrencilik durumumda ne gibi değişiklikler olur?;Kayıt yenilemeyi atladığımda öğrencilik hakkım etkilenir mi?;Kaydımı yenilemezsem öğrencilik statüsünde ne gibi sonuçlarla karşılaşırım?;Kayıt yenileme işlemi yapmazsam öğrencilik durumum nasıl etkilenir?;Kayıt yenilemeyi gerçekleştirmezsem öğrencilik hakkımda ne tür değişiklikler olur?;Kayıt yenileme sürecini atlamam öğrencilik statüsüme nasıl yansır?;Kaydımı zamanında yenilemezsem öğrencilik hakkımda ne olur?;;;;;;;;;;;;
26;Eğitim(Materyal) ücretimi nasıl öderim?;"Ödeme işlemleri, HALKBANK ATM/Şubelerinden veya AKSİS sayfasındaki online ödeme ekranından yapılmaktadır.
Banka üzerinden ödeme yapılırken ""Referans Numarası"" adı verilen her öğrenciye özel işlem numarası kullanılmalıdır. 
""Referans Numarası""  AKSİS otomasyon sistemindeki Harç Bilgileri bölümünden öğrenilebilmektedir.";KAYIT_YENILEME_ODEME-ODEME_ISLEMLERI_KY-BILGI;Eğitim materyalleri için ödeme işlemi nasıl yapılır?;Materyal ücreti ödemesini hangi yöntemlerle gerçekleştirebilirim?;Eğitim materyallerinin ücretini ödemek için adımlar nelerdir?;Eğitim malzemeleri için ödeme prosedürü nedir?;Eğitim materyalleri ücretini nasıl ve nereden ödeyebilirim?;Materyal ücretlerini ödeme yöntemleri nelerdir?;Eğitim materyali ücret ödemesi için gerekli bilgiler nelerdir?;Eğitim malzemeleri için ödeme yapma süreci nasıl işler?;Eğitim materyalleri parası nasıl ödenir?;;;;;;;;;;;
27;Evraklarımı AUZEF'e nasıl ulaştırırım?;"Evrak göndermesi gereken öğrenciler evraklarını kargo ve posta ile fakültemize gönderebilir.
-Faks, e-mail yoluyla gönderilen ya da fotokopi niteliği taşıyan evraklar kabul edilmemektedir. 
-Kargo ile gönderilen evraklarda gönderim tarihi dikkate alınır. 
-Kayıt evraklarının, en geç son evrak teslim gününde kargoya verilmiş olması gerekmektedir.
-Gönderim Adresi: İstanbul Üniversitesi Açık ve Uzaktan Eğitim Fakültesi Bilim Sok. No:5 B Blok 34398 Maslak/Sarıyer/İSTANBUL";YENI_KAYIT-EVRAK_ISLEMLERI-DESTEK;AUZEF'e belgelerimi gönderme yöntemi nedir?;Evraklarımı AUZEF'e iletme süreci nasıl işler?;AUZEF'e gerekli dokümanları nasıl ve nereden gönderebilirim?;Belgelerimi AUZEF'e ulaştırmanın en etkili yolu nedir?;AUZEF'e evrak gönderimi için hangi adımları takip etmeliyim?;AUZEF'e dokümanlarımı hangi yöntemlerle ulaştırabilirim?;Evraklarımı AUZEF'e göndermek için gereken prosedürler nelerdir?;AUZEF'e gerekli belgeleri gönderme yöntemleri nelerdir?;AUZEF'e evraklarımı kargo ile gönderebilir miyim?;;;;;;;;;;;
28;Kesin Kayıt bilgisine nasıl ulaşırım?;"Kayıt işlemleri tamamlanan öğrencilerin statüsü AKSİS sistemine ""Devamlı Öğrenci"" olarak işlenir. 
-‘Devamlı Öğrenci’  statüsünde olmak, kesin kayıt işleminin tamamlandığını ifade eder.
-Statünüzü AKSİS  'Özlük Bilgilerim' bölümünden kontrol edebilirsiniz.
-AKSİS' e aksis.istanbul.edu.tr adresinden giriş yapabilirsiniz.";YENI_KAYIT-KAYIT_BILGILENDIRMESI-DESTEK;Kesin kayıt onayı bilgilerine nereden ulaşabilirim?;Kesin kayıt durumumu nasıl kontrol edebilirim?;Kesin kayıt bilgisi için hangi kanalları kullanmalıyım?;Kesin kayıt onayımı nereden görebilirim?;Kayıt onay bilgilerime nasıl erişirim?;Kesin kayıt işleminin durumunu nasıl öğrenebilirim?;Kesin kayıt onayıma erişim yolları nelerdir?;Kesin kayıt bilgisine erişmek için ne yapmam gerekiyor?;"""devamlı öğrenci"" kesin kayıt onaylandı anlamına mı gelir";;;;;;;;;;;
29;Ders alma(Ders seçimi) nasıl yapılır?;Ders alma, mezun olabilmek için gerekli kredi sayısını tamamlamak üzere ilgili (Güz, Bahar) dönemlerde yapılan ders seçimi işlemine denir. Güz dönemi dersleri güz döneminde, bahar dönemi dersleri bahar döneminde verilmektedir.;DERS_SECIMI_MUAFIYET-DERS_EKLE_SIL-DESTEK;Ders seçimi işlemini nasıl gerçekleştirebilirim?;Ders alma süreci nasıl işler?;Ders seçiminde izlenmesi gereken adımlar nelerdir?;Ders alma prosedürü nedir ve nasıl yapılır?;Ders seçimi için gereken işlemler nelerdir?;Ders alma işlemi için ne yapmam gerekiyor?;Ders seçim süreci nasıl ilerler ve nereden başlarım?;Ders seçimi yaparken hangi adımları takip etmeliyim?;ders seçimi yapmak istiyorum;;;;;;;;;;;
30;AUZEF' te öğrenciyken yeniden başka bir programa da kayıt yaptırabilir miyim?;ÖSYM tarafından yerleştirilip kayıt yapan öğrencilerin varsa Fakültemizdeki eski kayıtları hangi dönemde eğitim aldığına bakılmaksızın Yönetim Kurulu Kararı ile silinir.Sınavsız İkinci Üniversite kapsamında kayıt yapacak öğrencilerimizin kayıt hakları varsa fakültedeki önceki kayıtlarını sildirmeleri gerekir. AUZEF' te aynı anda birden fazla programda eğitim alınamaz.;YENI_KAYIT-KAYIT_BILGILENDIRMESI-BILGI;AUZEF'te öğrenciyken başka bir programa kaydolma imkanım var mı?;Mevcut öğrencilik durumumdayken başka bir programa nasıl kayıt olabilirim?;AUZEF'te öğrenci olarak başka bir programa kayıt olabilir miyim?;AUZEF öğrencisiyken farklı bir programa kaydolmanın koşulları nelerdir?;AUZEF'te öğrenim gören biri olarak başka bir programa kayıt işlemi nasıl yapılır?;Başka bir AUZEF programına öğrenciyken kaydolma süreci nasıl işler?;AUZEF'te eğitim alırken başka bir program için nasıl kayıt yaptırabilirim?;AUZEF'te zaten bir programda öğrenciyken başka bir programa kaydolma prosedürü nedir?;;;;;;;;;;;;
31;Hangi koşullarda alt dönemden ders almam gerekir?;"AUZEF' te öğrenciler, alt dönemlerinden kalmış oldukları  FF ve koşullu geçmiş oldukları DC–DD harf notlu derslerini (notlarını yükseltmek için) alttan alabilirler. 
Başarıyla geçilmiş alt dönem dersleri not yükseltmek için tekrar alınamaz.";DERS_SECIMI_MUAFIYET-DERS_EKLE_SIL-BILGI;Alt dönem dersleri alma gerekliliği hangi durumlarda ortaya çıkar?;Alt dönem derslerini ne zaman almalıyım?;Alt dönem ders alımı için gereken koşullar nelerdir?;Hangi şartlarda alt dönem derslerine kaydolmam gerekmektedir?;Alt dönem ders alma zorunluluğu hangi durumlar için geçerlidir?;Alt dönem derslerini alma koşulları nelerdir?;Ne zaman ve hangi şartlar altında alt dönem dersleri alınmalıdır?;Alt dönemden ders alımı için belirlenen kriterler nelerdir?;;;;;;;;;;;;
32;Kayıt yenileyecek öğrenciler ilgili dönemde ders almak için hangi işlemleri yapmalıdır?;"Kayıt yenileyecek öğrenciler, AKSİS' te yer alan  referans numarası ile Halk Bankası şube ve ATM' lerinden ya da AKSİS üzerinden kredi kartı ile ilgili döneme ait materyal/harç ücretlerini yatırmalıdır. 
Ödeme işlemini gerçekleştiren öğrencilerin alt dönemlerden eksik veya kalan dersleri (FF) ile AKTS limiti yeterince zorunlu dönem derslerinin seçimleri AUZEF tarafından yapılmaktadır. Üstten ders alma koşullarını sağlayan öğrencilerimiz, üst dönem derslerini kayıt yenileme kılavuzunda belirtilen şekilde kendileri seçecektir.";KAYIT_YENILEME_ODEME-ODEME_ISLEMLERI_KY-DESTEK;Kayıt yenileme döneminde ders seçimi için gereken adımlar nelerdir?;Kayıt yenileyen öğrenciler ders alma sürecini nasıl yönetmelidir?;Kayıt yenileme sonrası ders seçimi için öğrenciler ne yapmalı?;Ders kaydı için kayıt yenileme yapan öğrencilerin izlemesi gereken süreç nedir?;Kayıt yenileme yaptıktan sonra ders alma işlemleri nasıl gerçekleştirilir?;Kayıt yenileme işlemi sonrasında ders seçmek için hangi işlemler yapılmalı?;Kayıt yenileyen öğrenciler için dönemlik ders alma prosedürleri nelerdir?;Kayıt yenileme gerçekleştiren öğrencilerin ders kaydı için yapması gerekenler nelerdir?;;;;;;;;;;;;
33;AKTS nedir?;"AKTS Öğrencilerin yurt içinde ve yurt dışında aldıkları ve başarılı oldukları ders kredilerinin ve
notlarının bir yükseköğretim kurumundan diğerine transfer edilmelerini sağlayan Avrupa kredi transfer sistemini ifade eder.";YENI_KAYIT-KAYIT_BILGILENDIRMESI-BILGI;AKTS sistemi hakkında bilgi verir misiniz?;Avrupa Kredi Transfer Sistemi (AKTS) tanımı nedir?;AKTS kavramının anlamı ve önemi nedir?;AKTS neyi ifade eder ve nasıl çalışır?;AKTS'nin eğitim sistemimizdeki yeri ve işlevi nedir?;AKTS sistemi nasıl bir yapıya sahiptir?;AKTS, üniversite eğitiminde ne anlama gelmektedir?;Avrupa Kredi Transfer Sistemi (AKTS) nasıl bir sistemdir ve amaçları nelerdir?;;;;;;;;;;;;
34;Üstten ders alabilir miyim, üstten ders alma koşulları nelerdir?;"Açık ve Uzaktan Eğitim Fakültesi programlarında okuyan öğrenciler aşağıdaki şartları sağladıkları takdirde üst yarıyıldan ders alabileceklerdir. Üstten Ders Alma Koşulları: - Kayıt yaptırdığı öğretim yılının ikinci yarıyılından itibaren alması gereken tüm derslerinden başarılı olanlardan AGNO’su 2,50 ve üstünde olan öğrenciler geçtikleri yarıyılın derslerinin yanında ön şartlı veya bağlantılı şartlı olmayan üst yarıyılın ders/derslerini de alabilir. Bunun için öğrencinin gelmiş olduğu sınıfa kadar olan bütün dersleri ile varsa üstten aldığı dersleri de almış ve başarmış olması gerekir. - Fakülteye ilk kez kayıt yaptıran öğrenci, kayıt yaptırdığı öğretim yılının ilk yarıyılında okutulan tüm derslerini almak zorunda olup üst yarıyıllardan ders alamaz. - Lisans programlarında ikinci yarıyıldan ders alan öğrenci altıncı ve sekizinci yarıyıllardan; üçüncü yarıyıldan ders alan öğrenci yedinci yarıyıldan; dördüncü yarıyıldan ders alan öğrenci ise sekizinci yarıyıldan üstten ders alamaz. -Üstten alınan dersler ile beraber alınan toplam kredi miktarı bu maddenin üçüncü fıkrası uyarınca belirlenmiş olan kredi miktarından fazla olamaz. Yönetmeliğe ""https://cdn.istanbul.edu.tr/FileHandler2.ashx?f=yo%CC%88netmelik_20.09.2022.pdf"" buradan ulaşabilirsiniz.";DERS_SECIMI_MUAFIYET-DERS_EKLE_SIL-BILGI;Üst dönem derslerini alabilme şartları nelerdir?;Üstten ders almanın gereklilikleri nelerdir?;Üst dönemden ders alma imkanım var mı ve koşulları nedir?;Üst dönem dersleri için kayıt olma kriterleri nelerdir?;Üstten ders alma süreci ve gereken şartlar nelerdir?;Üst dönem derslerine kaydolabilmek için hangi koşulları sağlamalıyım?;Üst dönem dersleri alabilmek için ne yapmalıyım?;Üstten ders alabilmek için karşılanması gereken temel şartlar nelerdir?;;;;;;;;;;;;
35;Ders seçimi tamamlanmış öğrenci seçilen dersini bırakabilir mi?;"Dersler Fakülte tarafından otomatik olarak seçilir. Öğrenci ders alımında değişiklik yapmak istediği takdirde, ders ekle sil döneminde(Akademik Takvimde belirtilen tarihlerde) DD ve DC harf notlu  dersleri için talepte bulunabilir. 
Değişiklik için ilgili tarihte öğrencinin çözüm merkezinden talep oluşturması gerekmektedir.  Üstten ders alma koşullarını sağlayan öğrencilerimiz, üst dönem derslerini kayıt yenileme kılavuzunda belirtilen şekilde kendileri seçecektir.";DERS_SECIMI_MUAFIYET-DERS_EKLE_SIL-BILGI;Ders seçiminden sonra dersi bırakma süreci nasıl işler?;Ders seçimini tamamladıktan sonra ders iptali mümkün mü?;Seçtiğim dersi nasıl bırakabilirim?;Tamamlanan ders seçiminden sonra ders bırakma koşulları nelerdir?;Ders seçimi sonrası dersi bırakma işlemi nasıl yapılır?;Ders seçiminden sonra bir dersin bırakılması mümkün mü ve nasıl yapılır?;Ders seçimi yapıldıktan sonra ders bırakılabilir mi, süreç nasıldır?;Seçilen bir ders sonradan bırakılabilir mi, gerekli adımlar nelerdir?;Seçtiğim dersi nasıl iptal edebilirim?;;;;;;;;;;;
36;Kesin kayıt işlemi tamamlanmış bir öğrenci ders materyallerini nereden ve ne zaman görüntüleyebilir;"Öğrenciler AKSİS ""AUZEF Öğrenme Yönetim Sistemi"" ""Derslerim"" alanından dersin üzerine tıklayarak dersin materyallerine ulaşır. Ders materyallerine akademik takvimde ilan edilen eğitim öğretim başlangıç tarihlerinden itibaren  ulaşılır.  
Materyaller içinde Kitap (eKitap), Ünite, Konu Anlatımı(video), Ünite Sunumları, Sorularla Öğrenelim alanları bulunur. ";DERS_MATERYALLERI-DERS_KITABI_EKSIKLIGI_GORUNTULEME_HATASI-DESTEK;Kesin kayıt sonrası ders materyallerine erişim yolları nelerdir?;Kayıt işlemi tamamlandıktan sonra ders malzemeleri ne zaman ve nereden alınabilir?;Kesin kaydı yapılan derslerin materyallerine erişim süreci nasıl işler?;Kayıt tamamlama sonrasında ders materyallerini görüntüleme nasıl yapılır?;Kesin kayıt olan öğrenciler ders materyallerini hangi platform üzerinden ne zaman görebilirler?;Ders kaydı tamamlanmış öğrenciler için materyal erişimi ne zaman sağlanır?;Tam kayıt sonrasında ders içeriklerine ulaşma rehberi nedir?;Kayıt işlemi biten öğrenciler ders dokümanlarını ne zaman ve nasıl inceleyebilirler?;;;;;;;;;;;;
37;Muaf olduğum ve (G) ile tanımlanan derslerim not ortalamamı etkiler mi?;Başarı notları (G) ile takdir edilen beden eğitimi, güzel sanatlar ve benzeri dersler ile muaf (M) olunan dersler, not ortalamaları hesabına katılmaz.;DERS_SECIMI_MUAFIYET-DERS_EKLE_SIL-BILGI;(G) harfi ile belirtilen muafiyet derslerinin not ortalamasına etkisi var mı?;Muaf olduğum dersler ve (G) notu genel ortalamamı nasıl etkiler?;(G) ile işaretlenmiş muaf derslerim akademik ortalamayı değiştirir mi?;Muafiyet alınan (G) notlu dersler, not ortalamasını etkileyip etkilemediği?;(G) notu alan derslerim, genel not ortalamasına dahil edilir mi?;Muaf olduğum ve (G) ile gösterilen dersler, genel akademik performansımı etkiler mi?;(G) harf notuna sahip muaf derslerin, not ortalaması üzerindeki etkisi nedir?;(G) notlu muaf derslerim, genel not ortalamama etki eder mi ve nasıl?;;;;;;;;;;;;
38;MF harf notu ne anlama gelir?;MF harf notlu dersler müfredat dönüşümünde kaldırılmış derslerdir. Öğrenciler bu derslerden sorumlu değildir. MF harf notu bulunan dersler mezuniyet aşamasına gelindiğinde silineceği için toplam AKTS miktarından çıkarılarak hesaplama yapılır.   ;DERS_SECIMI_MUAFIYET-DERS_EKLE_SIL-BILGI;MF harf notunun akademik anlamı nedir?;MF notu öğrenci performansında neyi ifade eder?;MF harfi ile değerlendirilen derslerin anlamı nedir?;MF notu almış bir dersin değerlendirmesi nasıl yapılır?;MF harf notunun öğrenci akademik durumuna etkisi nedir?;MF notu verilen bir dersin öğrenci üzerindeki etkisi ne olur?;MF notu, akademik değerlendirmede nasıl ele alınır?;MF harf notunun eğitim sürecindeki yeri ve önemi nedir?;müfredattan kaldırılmış dersler MF notu ile mi ifade edilir?;;;;;;;;;;;
39;Mezuniyet için gerekli olan AKTS miktarını nasıl hesaplayabilirim?;"Mezuniyet durumunuz için transkript belgenizden, aldığınız derslerin AKTS/Kredi durumunu görüntüleyebilir ve gerekli hesaplamayı yapabilirsiniz.
NOT: Transkriptinizi AKSİS - Not Kartı ekranından görüntüleyebilirsiniz.";MEZUNIYET_STAJ_YAZ_OKULU-MEZUNIYET_BILGILENDIRMESI-BILGI;Mezuniyet için gerekli AKTS puanı hesaplama yöntemi nedir?;Diplomayı alabilmek için kaç AKTS puanı toplamalıyım ve nasıl hesaplarım?;Mezuniyet şartlarındaki AKTS miktarını nasıl bulabilirim?;Gerekli mezuniyet AKTS puanını hesaplamak istiyorum?;Diploma için gereken AKTS puanı nasıl hesaplanır?;Mezuniyet kriteri olarak belirlenen AKTS miktarını öğrenmek istiyorum?;AKTS mezuniyet gereksinimini hesaplama süreci nasıl işler?;Mezun olabilmek için gerekli AKTS miktarının hesaplanması?;;;;;;;;;;;;
40;Hangi koşulları sağlarsam mezun durumuna gelebilirim?;"Öğrencilerimizin mezun durumuna gelebilmeleri için; 
- Tüm dönemlerine ait zorunlu derslerini almış, olması 
- FF harf notuna sahip olmaması. 
- Minimum 2.00 ortalamaya sahip olması. 
- Tamamlamaları gereken AKTS miktarını tamamlamış ya da aşmış olmaları gerekmektedir.";MEZUNIYET_STAJ_YAZ_OKULU-MEZUNIYET_BILGILENDIRMESI-BILGI;Mezuniyet için yerine getirilmesi gereken şartlar nelerdir?;Mezun olabilmek için hangi kriterleri karşılamam gerekir?;Diploma almaya hak kazanmak için gerekli koşullar nelerdir?;Mezuniyet şartlarını nasıl tamamlayabilirim?;Mezun olma kriterleri nelerdir ve nasıl sağlanır?;Diplomayı alabilmek için hangi koşulları yerine getirmem gerekiyor?;Mezuniyet için gerekli olan koşullar nelerdir ve bunları nasıl sağlarım?;Mezun olmak için temel şartlar nelerdir?;Gerekli AKTS yi tamamladım, mezun olmam için başka ne yapmam gerekiyor?;;;;;;;;;;;
